"Pick","Player","Yrs","Draft"
"140","Duane Kendall","",1986
"141","Steve Woodside","",1986
"142","Ralph Dalton","",1986
"143","Steve Kenilvort","",1986
"144","Robert Henderson","",1986
"145","Glen McCants","",1986
"146","Johnny Brown","",1986
"147","Damon Goodwin","",1986
"148","Michael Anderson","",1986
"149","Ron Rankin","",1986
"150","Joe Price","",1986
"151","Jim Dolan","",1986
"152","Randy Schiff","",1986
"153","Mark Mitchell","",1986
"154","Kim Cooksey","",1986
"155","Larry Polec","",1986
"156","Mike Marshall","",1986
"157","Valerie Tikhonenko","",1986
"158","Rick Olson","",1986
"159","Dan Palombizio","",1986
"160","Jeff Strong","",1986
"161","Mark Coleman","",1986
"162","Tom Ivey","",1986
"1","David Robinson","14",1987
"2","Armen Gilliam","13",1987
"3","Dennis Hopson","5",1987
"4","Reggie Williams","10",1987
"5","Scottie Pippen","17",1987
"6","Kenny Smith","10",1987
"7","Kevin Johnson","12",1987
"8","Olden Polynice","15",1987
"9","Derrick McKey","15",1987
"10","Horace Grant","17",1987
"11","Reggie Miller","18",1987
"12","Muggsy Bogues","14",1987
"13","Joe Wolf","11",1987
"14","Tellis Frank","5",1987
"15","Jose Ortiz","2",1987
"16","Chris Welp","3",1987
"17","Ronnie Murphy","1",1987
"18","Mark Jackson","17",1987
"19","Ken Norman","10",1987
"20","Jim Farmer","5",1987
"21","Dallas Comegys","2",1987
"22","Reggie Lewis","6",1987
"23","Greg Anderson","10",1987
"24","Fred Banks","",1987
"25","Ron Moore","1",1987
"26","Steve Alford","4",1987
"27","Nate Blackwell","1",1987
"28","Rickie Winslow","1",1987
"29","Lester Fonville","",1987
"30","Nikita Wilson","1",1987
"31","Andre Moore","1",1987
"32","Bob McCann","5",1987
"33","Tony White","1",1987
"34","Brian Rowsom","3",1987
"35","Doug Lee","3",1987
"36","Duane Washington","2",1987
"37","Derrick Dowell","",1987
"38","Norris Coleman","1",1987
"39","Vincent Askew","9",1987
"40","Winston Garland","7",1987
"41","Kannard Johnson","1",1987
"42","Terence Bailey","",1987
"43","Andrew Kennedy","",1987
"44","Terry Coner","",1987
"45","Brad Lohaus","11",1987
"46","Bruce Dalrymple","",1987
"47","Tim McCalister","",1987
"48","Jamie Waller","1",1987
"49","Jerome Batiste","",1987
"50","Phil Zevenbergen","1",1987
"51","Sven Myer","",1987
"52","Donald Royal","8",1987
"53","Winston Crite","2",1987
"54","Tom Schafer","",1987
"55","Tommy Amaker","",1987
"56","John Fox","",1987
"57","Hansi Gnad","",1987
"58","Darryl Johnson","1",1987
"59","Danny Pearson","",1987
"60","Sean Couch","",1987
"61","Clarence Martin","",1987
"62","Eric Riggins","",1987
"63","Kevin Gamble","10",1987
"64","J. J. Weber","",1987
"65","Eric White","2",1987
"66","Mike Richmond","",1987
"67","Song Tao","",1987
"68","Billy Donovan","1",1987
"69","Willie Glass","",1987
"70","Tom Sheehey","",1987
"71","Mike Morgan","",1987
"72","Andrew Moten","",1987
"73","Todd May","",1987
"74","Joe Arlauckas","1",1987
"75","Chris Dudley","16",1987
"76","Steve Beck","",1987
"77","David Boone","",1987
"78","Todd Linder","",1987
"79","Jack Haley","9",1987
"80","Carven Holcomb","",1987
"81","Scott Thompson","",1987
"82","Joe Niego","",1987
"83","Benny Bolton","",1987
"84","Reuben Holmes","",1987
"85","Brian Rahilly","",1987
"86","Norwood Barber","",1987
"87","Darryl Bedford","",1987
"88","Dave Popson","3",1987
"89","David Johnson","",1987
"90","Theofanis Christodoulou","",1987
"91","Darryl Kennedy","",1987
"92","Ralph Tally","",1987
"93","Chad Kessler","",1987
"94","James Blackmon","",1987
"95","Glenn Clem","",1987
"96","Dennis Williams","",1987
"97","Vernon Carr","",1987
"98","Carl Lott","",1987
"99","Brent Counts","",1987
"100","Ron Grandison","4",1987
"101","Michael Tait","",1987
"102","Anthony Wilson","",1987
"103","Mike Milling","",1987
"104","Andre LaFleur","",1987
"105","Terry Williams","",1987
"106","Patrick Fairs","",1987
"107","Bart Kofoed","5",1987
"108","Frank Ross","",1987
"109","David Moss","",1987
"110","Brian Vaughns","",1987
"111","Gerry Wright","",1987
"112","Sam Hill","",1987
"113","Jose Antonio Montero","",1987
"114","Dave Butler","",1987
"115","Kenny Travis","",1987
"116","Martin Nessley","1",1987
"117","Howard Triche","",1987
"118","Perry Bromwell","",1987
"119","Ricky Brown","",1987
"120","Darryl Thomas","",1987
"121","Harold Jensen","",1987
"122","Marcel Boyce","",1987
"123","Kelvin Scarborough","",1987
"124","Tom Gneiting","",1987
"125","Doug Altenberger","",1987
"126","Gary Graham","",1987
"127","Sarunas Marciulionis","7",1987
"128","Dwayne Scholten","",1987
"129","Fred Jenkins","",1987
"130","Art Sabb","",1987
"131","Tracy Foster","",1987
"132","Bernard Johnson","",1987
"133","Gay Elmore","",1987
"134","Antoine Joubert","",1987
"135","Quintan Gates","",1987
"136","Riccardo Morandotti","",1987
"137","Tim Naegeli","",1987
"138","Frank Ford","",1987
"139","Henry Carr","",1987
"140","Frank Booker","",1987
"141","Wayne Williams","",1987
"142","Raynard Davis","",1987
"143","Scott Adubato","",1987
"144","Michael Foster","",1987
"145","Roy Singleton","",1987
"146","Rowan Gomes","",1987
"147","Mike Giomi","",1987
"148","Earvin Leavy","",1987
"149","Montel Hatcher","",1987
"150","Jamie Dixon","",1987
"151","Clarence Grier","",1987
"152","Ronnie Leggette","",1987
"153","Keith Webster","",1987
"154","Eric Semisch","",1987
"155","Kenny Stone","",1987
"156","Curtis Hunter","",1987
"157","Mark Gottfried","",1987
"158","Gerald White","",1987
"159","Franjo Arapovic","",1987
"160","Jerry Corcoran","",1987
"161","Ron Vanderschaaf","",1987
"1","Danny Manning","15",1988
"2","Rik Smits","12",1988
"3","Charles Smith","9",1988
"4","Chris Morris","11",1988
"5","Mitch Richmond","14",1988
"6","Hersey Hawkins","13",1988
"7","Tim Perry","8",1988
"8","Rex Chapman","12",1988
"9","Rony Seikaly","11",1988
"10","Willie Anderson","9",1988
"11","Will Perdue","13",1988
"12","Harvey Grant","11",1988
"13","Jeff Grayer","9",1988
"14","Dan Majerle","14",1988
"15","Gary Grant","13",1988
"16","Derrick Chievous","3",1988
"17","Eric Leckner","8",1988
"18","Ricky Berry","1",1988
"19","Rod Strickland","17",1988
"20","Kevin Edwards","11",1988
"21","Mark Bryant","15",1988
"22","Randolph Keys","5",1988
"23","Jerome Lane","5",1988
"24","Brian Shaw","14",1988
"25","David Rivers","3",1988
"26","Rolando Ferreira","1",1988
"27","Shelton Jones","1",1988
"28","Andrew Lang","12",1988
"29","Vinny Del Negro","12",1988
"30","Fennis Dembo","1",1988
"31","Everette Stephens","2",1988
"32","Charles Shackleford","6",1988
"33","Grant Long","15",1988
"34","Tom Tolbert","7",1988
"35","Sylvester Gray","1",1988
"36","Ledell Eackles","7",1988
"37","Greg Butler","3",1988
"38","Dean Garrett","6",1988
"39","Tito Horford","3",1988
"40","Orlando Graham","1",1988
"41","Keith Smart","1",1988
"42","Jeff Moe","",1988
"43","Todd Mitchell","1",1988
"44","Anthony Taylor","1",1988
"45","Tom Garrick","4",1988
"46","Morlon Wiley","7",1988
"47","Vernon Maxwell","13",1988
"48","Micheal Williams","10",1988
"49","Jose Vargas","",1988
"50","Steve Kerr","15",1988
"51","Rob Lock","1",1988
"52","Derrick Hamilton","",1988
"53","Anthony Mason","13",1988
"54","Jorge Gonzalez","",1988
"55","Rodney Johns","",1988
"56","Barry Sumpter","1",1988
"57","Herman Montenegro","",1988
"58","Jeff Moore","",1988
"59","Nate Johnston","1",1988
"60","Ed Davender","",1988
"61","Herbert Crook","",1988
"62","Derrick Lewis","",1988
"63","Mike Jones","",1988
"64","Winston Bennett","3",1988
"65","Corey Gaines","5",1988
"66","Dwight Boyd","",1988
"67","Ricky Grace","1",1988
"68","Darryl Middleton","",1988
"69","Phil Stinnie","",1988
"70","Jerry Johnson","",1988
"71","Craig Neal","2",1988
"72","Lee Johnson","",1988
"73","Michael Anderson","1",1988
"74","Gerald Paddio","3",1988
"75","Archie Marshall","",1988
"1","Pervis Ellison","11",1989
"2","Danny Ferry","13",1989
"3","Sean Elliott","12",1989
"4","Glen Rice","15",1989
"5","J.R. Reid","11",1989
"6","Stacey King","8",1989
"7","George McCloud","12",1989
"8","Randy White","5",1989
"9","Tom Hammonds","12",1989
"10","Pooh Richardson","10",1989
"11","Nick Anderson","13",1989
"12","Mookie Blaylock","13",1989
"13","Michael Smith","3",1989
"14","Tim Hardaway","13",1989
"15","Todd Lichti","5",1989
"16","Dana Barros","14",1989
"17","Shawn Kemp","14",1989
"18","B.J. Armstrong","11",1989
"19","Kenny Payne","4",1989
"20","Jeff Sanders","4",1989
"21","Blue Edwards","10",1989
"22","Byron Irvin","3",1989
"23","Roy Marble","2",1989
"24","Anthony Cook","4",1989
"25","John Morton","3",1989
"26","Vlade Divac","16",1989
"27","Kenny Battle","4",1989
"28","Sherman Douglas","12",1989
"29","Dyron Nix","1",1989
"30","Frank Kornet","2",1989
"31","Jeff Martin","2",1989
"32","Stanley Brundy","1",1989
"33","Jay Edwards","1",1989
"34","Gary Leonard","3",1989
"35","Pat Durham","2",1989
"36","Clifford Robinson","18",1989
"37","Michael Ansley","3",1989
"38","Doug West","12",1989
"39","Ed Horton","1",1989
"40","Dino Radja","4",1989
"41","Doug Roth","1",1989
"42","Michael Cutright","",1989
"43","Chucky Brown","13",1989
"44","Reggie Cross","",1989
"45","Scott Haffner","2",1989
"46","Ricky Blanton","1",1989
"47","Reggie Turner","",1989
"48","Junie Lewis","",1989
"49","Haywoode Workman","8",1989
"50","Brian Quinnett","3",1989
"51","Mike Morrison","1",1989
"52","Greg Grant","6",1989
"53","Jeff Hodge","",1989
"54","Toney Mack","",1989
"1","Derrick Coleman","15",1990
"2","Gary Payton","17",1990
"3","Mahmoud Abdul-Rauf","9",1990
"4","Dennis Scott","10",1990
"5","Kendall Gill","15",1990
"6","Felton Spencer","12",1990
"7","Lionel Simmons","7",1990
"8","Bo Kimble","3",1990
"9","Willie Burton","8",1990
"10","Rumeal Robinson","6",1990
"11","Tyrone Hill","14",1990
"12","Alec Kessler","4",1990
"13","Loy Vaught","11",1990
"14","Travis Mays","3",1990
"15","Dave Jamerson","3",1990
"16","Terry Mills","11",1990
"17","Jerrod Mustaf","4",1990
"18","Duane Causwell","11",1990
"19","Dee Brown","12",1990
"20","Gerald Glass","4",1990
"21","Jayson Williams","9",1990
"22","Tate George","4",1990
"23","Anthony Bonner","6",1990
"24","Dwayne Schintzius","8",1990
"25","Alaa Abdelnaby","5",1990
"26","Lance Blanks","3",1990
"27","Elden Campbell","15",1990
"28","Les Jepsen","2",1990
"29","Toni Kukoc","13",1990
"30","Carl Herrera","8",1990
"31","Negele Knight","6",1990
"32","Brian Oliver","4",1990
"33","Walter Palmer","2",1990
"34","Kevin Pritchard","4",1990
"35","Greg Foster","13",1990
"36","Trevor Wilson","4",1990
"37","A.J. English","2",1990
"38","Jud Buechler","12",1990
"39","Steve Scheffler","7",1990
"40","Bimbo Coles","14",1990
"41","Steve Bardo","3",1990
"42","Marcus Liberty","4",1990
"43","Tony Massenburg","13",1990
"44","Steve Henson","7",1990
"45","Antonio Davis","13",1990
"46","Kenny Williams","4",1990
"47","Derek Strong","10",1990
"48","Cedric Ceballos","11",1990
"49","Phil Henderson","",1990
"50","Milos Babic","2",1990
"51","Tony Smith","9",1990
"52","Stefano Rusconi","1",1990
"53","Abdul Shamsid-Deen","",1990
"54","Sean Higgins","6",1990
"1","Larry Johnson","10",1991
"2","Kenny Anderson","14",1991
"3","Billy Owens","10",1991
"4","Dikembe Mutombo","18",1991
"5","Steve Smith","14",1991
"6","Doug Smith","5",1991
"7","Luc Longley","10",1991
"8","Mark Macon","6",1991
"9","Stacey Augmon","15",1991
"10","Bison Dele","8",1991
"11","Terrell Brandon","11",1991
"12","Greg Anthony","11",1991
"13","Dale Davis","16",1991
"14","Rich King","4",1991
"15","Anthony Avent","6",1991
"16","Chris Gatling","11",1991
"17","Victor Alexander","5",1991
"18","Kevin Brooks","3",1991
"19","LaBradford Smith","3",1991
"20","John Turner","1",1991
"21","Eric Murdock","9",1991
"22","LeRon Ellis","3",1991
"23","Stanley Roberts","8",1991
"24","Rick Fox","13",1991
"25","Shaun Vandiver","",1991
"26","Mark Randall","4",1991
"27","Pete Chilcutt","9",1991
"28","Kevin Lynch","2",1991
"29","George Ackles","",1991
"30","Rodney Monroe","1",1991
"31","Randy Brown","12",1991
"32","Chad Gallagher","1",1991
"33","Donald Hodge","5",1991
"34","Myron Brown","1",1991
"35","Mike Iuzzolino","2",1991
"36","Chris Corchiani","3",1991
"37","Elliot Perry","10",1991
"38","Joe Wylie","",1991
"39","Jimmy Oliver","5",1991
"40","Doug Overton","11",1991
"41","Sean Green","3",1991
"42","Steve Hood","",1991
"43","Lamont Strothers","2",1991
"44","Alvaro Teheran","",1991
"45","Bobby Phills","9",1991
"46","Richard Dumas","3",1991
"47","Keith Hughes","",1991
"48","Isaac Austin","9",1991
"49","Greg Sutton","3",1991
"50","Joey Wright","",1991
"51","Zan Tabak","6",1991
"52","Anthony Jones","",1991
"53","Von McDade","",1991
"54","Marcus Kennedy","",1991
"1","Shaquille O'Neal","19",1992
"2","Alonzo Mourning","15",1992
"3","Christian Laettner","13",1992
"4","Jim Jackson","14",1992
"5","LaPhonso Ellis","11",1992
"6","Tom Gugliotta","13",1992
"7","Walt Williams","11",1992
"8","Todd Day","8",1992
"9","Clarence Weatherspoon","13",1992
"10","Adam Keefe","9",1992
"11","Robert Horry","16",1992
"12","Harold Miner","4",1992
"13","Bryant Stith","10",1992
"14","Malik Sealy","8",1992
"15","Anthony Peeler","13",1992
"16","Randy Woods","4",1992
"17","Doug Christie","15",1992
"18","Tracy Murray","12",1992
"19","Don MacLean","9",1992
"20","Hubert Davis","12",1992
"21","Jon Barry","14",1992
"22","Oliver Miller","9",1992
"23","Lee Mayberry","7",1992
"24","Latrell Sprewell","13",1992
"25","Elmore Spencer","5",1992
"26","Dave Johnson","2",1992
"27","Byron Houston","4",1992
"28","Marlon Maxey","2",1992
"29","P.J. Brown","15",1992
"30","Sean Rooks","12",1992
"31","Reggie Smith","2",1992
"32","Brent Price","9",1992
"33","Corey Williams","2",1992
"34","Chris Smith","3",1992
"35","Tony Bennett","3",1992
"36","Duane Cooper","2",1992
"37","Isaiah Morris","1",1992
"38","Elmer Bennett","3",1992
"39","Litterial Green","5",1992
"40","Steve Rogers","",1992
"41","Popeye Jones","11",1992
"42","Matt Geiger","10",1992
"43","Sasha Danilovic","2",1992
"44","Henry Williams","",1992
"45","Chris King","3",1992
"46","Robert Werdann","3",1992
"47","Darren Morningstar","1",1992
"48","Brian Davis","1",1992
"49","Ron Ellis","",1992
"50","Matt Fish","3",1992
"51","Tim Burroughs","",1992
"52","Matt Steigenga","1",1992
"53","Curtis Blair","",1992
"54","Brett Roberts","",1992
"1","Chris Webber","15",1993
"2","Shawn Bradley","12",1993
"3","Anfernee Hardaway","14",1993
"4","Jamal Mashburn","11",1993
"5","Isaiah Rider","9",1993
"6","Calbert Cheaney","13",1993
"7","Bobby Hurley","5",1993
"8","Vin Baker","13",1993
"9","Rodney Rogers","12",1993
"10","Lindsey Hunter","17",1993
"11","Allan Houston","12",1993
"12","George Lynch","12",1993
"13","Terry Dehere","6",1993
"14","Scott Haskin","1",1993
"15","Doug Edwards","3",1993
"16","Rex Walters","7",1993
"17","Greg Graham","5",1993
"18","Luther Wright","1",1993
"19","Acie Earl","4",1993
"20","Scott Burrell","8",1993
"21","James Robinson","7",1993
"22","Chris Mills","10",1993
"23","Ervin Johnson","13",1993
"24","Sam Cassell","15",1993
"25","Corie Blount","11",1993
"26","Geert Hammink","3",1993
"27","Malcolm Mackey","1",1993
"28","Lucious Harris","12",1993
"29","Sherron Mills","",1993
"30","Gheorghe Muresan","6",1993
"31","Evers Burns","1",1993
"32","Alphonso Ford","2",1993
"33","Eric Riley","5",1993
"34","Darnell Mee","2",1993
"35","Ed Stokes","1",1993
"36","John Best","",1993
"37","Nick Van Exel","13",1993
"38","Conrad McRae","",1993
"39","Thomas Hill","",1993
"40","Rich Manning","2",1993
"41","Anthony Reed","",1993
"42","Adonis Jordan","2",1993
"43","Josh Grant","1",1993
"44","Alex Holcombe","",1993
"45","Bryon Russell","13",1993
"46","Richard Petruska","1",1993
"47","Chris Whitney","11",1993
"48","Kevin Thompson","1",1993
"49","Mark Buford","",1993
"50","Marcelo Nicola","",1993
"51","Spencer Dunkley","",1993
"52","Mike Peplowski","3",1993
"53","Leonard White","",1993
"54","Byron Wilson","",1993
"1","Glenn Robinson","11",1994
"2","Jason Kidd","19",1994
"3","Grant Hill","18",1994
"4","Donyell Marshall","15",1994
"5","Juwan Howard","19",1994
"6","Sharone Wright","4",1994
"7","Lamond Murray","11",1994
"8","Brian Grant","12",1994
"9","Eric Montross","8",1994
"10","Eddie Jones","14",1994
"11","Carlos Rogers","8",1994
"12","Khalid Reeves","6",1994
"13","Jalen Rose","13",1994
"14","Yinka Dare","4",1994
"15","Eric Piatkowski","14",1994
"16","Clifford Rozier","4",1994
"17","Aaron McKie","13",1994
"18","Eric Mobley","3",1994
"19","Tony Dumas","4",1994
"20","B.J. Tyler","1",1994
"21","Dickey Simpkins","7",1994
"22","Bill Curley","5",1994
"23","Wesley Person","11",1994
"24","Monty Williams","9",1994
"25","Greg Minor","5",1994
"26","Charlie Ward","11",1994
"27","Brooks Thompson","4",1994
"28","Deon Thomas","",1994
"29","Antonio Lang","6",1994
"30","Howard Eisley","12",1994
"31","Rodney Dent","",1994
"32","Jim McIlvaine","7",1994
"33","Derrick Alston","3",1994
"34","Gaylon Nickerson","1",1994
"35","Michael Smith","7",1994
"36","Andrei Fetisov","",1994
"37","Dontonio Wingfield","4",1994
"38","Darrin Hancock","3",1994
"39","Anthony Miller","8",1994
"40","Jeff Webster","1",1994
"41","William Njoku","",1994
"42","Gary Collier","",1994
"43","Shawnelle Scott","4",1994
"44","Damon Bailey","",1994
"45","Dwayne Morton","1",1994
"46","Voshon Lenard","11",1994
"47","Jamie Watson","4",1994
"48","Jevon Crudup","",1994
"49","Kris Bruton","",1994
"50","Charles Claxton","1",1994
"51","Lawrence Funderburke","7",1994
"52","Anthony Goldwire","8",1994
"53","Albert Burditt","",1994
"54","Zeljko Rebraca","5",1994
"1","Joe Smith","16",1995
"2","Antonio McDyess","15",1995
"3","Jerry Stackhouse","18",1995
"4","Rasheed Wallace","16",1995
"5","Kevin Garnett","21",1995
"6","Bryant Reeves","6",1995
"7","Damon Stoudamire","13",1995
"8","Shawn Respert","4",1995
"9","Ed O'Bannon","2",1995
"10","Kurt Thomas","18",1995
"11","Gary Trent","9",1995
"12","Cherokee Parks","9",1995
"13","Corliss Williamson","12",1995
"14","Eric Williams","12",1995
"15","Brent Barry","14",1995
"16","Alan Henderson","12",1995
"17","Bob Sura","10",1995
"18","Theo Ratliff","16",1995
"19","Randolph Childress","2",1995
"20","Jason Caffey","8",1995
"21","Michael Finley","15",1995
"22","George Zidek","3",1995
"23","Travis Best","10",1995
"24","Loren Meyer","3",1995
"25","David Vaughn","4",1995
"26","Sherell Ford","1",1995
"27","Mario Bennett","4",1995
"28","Greg Ostertag","11",1995
"29","Cory Alexander","7",1995
"30","Lou Roe","2",1995
"31","Dragan Tarlac","1",1995
"32","Terrence Rencher","1",1995
"33","Junior Burrough","1",1995
"34","Andrew DeClercq","10",1995
"35","Jimmy King","2",1995
"36","Lawrence Moten","3",1995
"37","Frankie King","2",1995
"38","Rashard Griffith","",1995
"39","Donny Marshall","5",1995
"40","Dwayne Whitfield","1",1995
"41","Erik Meek","",1995
"42","Donnie Boyce","2",1995
"43","Eric Snow","13",1995
"44","Anthony Pelle","",1995
"45","Troy Brown","",1995
"46","George Banks","",1995
"47","Tyus Edney","4",1995
"48","Mark Davis","5",1995
"49","Jerome Allen","2",1995
"50","Martin Lewis","2",1995
"51","Dejan Bodiroga","",1995
"52","Fred Hoiberg","10",1995
"53","Constantin Popa","",1995
"54","Aurelijius Zukauskas","",1995
"55","Michael McDonald","1",1995
"56","Chris Carr","6",1995
"57","Cuonzo Martin","2",1995
"58","Don Reid","8",1995
"1","Allen Iverson","14",1996
"2","Marcus Camby","17",1996
"3","Shareef Abdur-Rahim","12",1996
"4","Stephon Marbury","13",1996
"5","Ray Allen","18",1996
"6","Antoine Walker","12",1996
"7","Lorenzen Wright","13",1996
"8","Kerry Kittles","8",1996
"9","Samaki Walker","10",1996
"10","Erick Dampier","16",1996
"11","Todd Fuller","5",1996
"12","Vitaly Potapenko","11",1996
"13","Kobe Bryant","20",1996
"14","Peja Stojakovic","13",1996
"15","Steve Nash","18",1996
"16","Tony Delk","10",1996
"17","Jermaine O'Neal","18",1996
"18","John Wallace","7",1996
"19","Walter McCarty","10",1996
"20","Zydrunas Ilgauskas","13",1996
"21","Dontae' Jones","1",1996
"22","Roy Rogers","3",1996
"23","Efthimi Rentzias","1",1996
"24","Derek Fisher","18",1996
"25","Martin Muursepp","2",1996
"26","Jerome Williams","9",1996
"27","Brian Evans","3",1996
"28","Priest Lauderdale","2",1996
"29","Travis Knight","7",1996
"30","Othella Harrington","12",1996
"31","Mark Hendrickson","4",1996
"32","Ryan Minor","",1996
"33","Moochie Norris","9",1996
"34","Shawn Harvey","",1996
"35","Joseph Blair","",1996
"36","Doron Sheffer","",1996
"37","Jeff McInnis","11",1996
"38","Steve Hamer","1",1996
"39","Russ Millard","",1996
"40","Marcus Mann","",1996
"41","Jason Sasser","2",1996
"42","Randy Livingston","11",1996
"43","Ben Davis","4",1996
"44","Malik Rose","13",1996
"45","Joe Vogel","",1996
"46","Marcus Brown","2",1996
"47","Ron Riley","",1996
"48","Jamie Feick","5",1996
"49","Amal McCaskill","4",1996
"50","Terrell Bell","",1996
"51","Chris Robinson","2",1996
"52","Mark Pope","6",1996
"53","Jeff Nordgaard","1",1996
"54","Shandon Anderson","10",1996
"55","Ronnie Henderson","",1996
"56","Reggie Geary","2",1996
"57","Drew Barry","3",1996
"58","Darnell Robinson","",1996
"1","Tim Duncan","19",1997
"2","Keith Van Horn","9",1997
"3","Chauncey Billups","17",1997
"4","Antonio Daniels","13",1997
"5","Tony Battie","14",1997
"6","Ron Mercer","8",1997
"7","Tim Thomas","13",1997
"8","Adonal Foyle","12",1997
"9","Tracy McGrady","15",1997
"10","Danny Fortson","10",1997
"11","Tariq Abdul-Wahad","6",1997
"12","Austin Croshere","12",1997
"13","Derek Anderson","11",1997
"14","Maurice Taylor","9",1997
"15","Kelvin Cato","10",1997
"16","Brevin Knight","12",1997
"17","Johnny Taylor","3",1997
"18","Chris Anstey","3",1997
"19","Scot Pollard","11",1997
"20","Paul Grant","2",1997
"21","Anthony Parker","9",1997
"22","Ed Gray","2",1997
"23","Bobby Jackson","12",1997
"24","Rodrick Rhodes","3",1997
"25","John Thomas","5",1997
"26","Charles Smith","5",1997
"27","Jacque Vaughn","12",1997
"28","Keith Booth","2",1997
"29","Serge Zwikker","",1997
"30","Mark Sanford","",1997
"31","Charles O'Bannon","2",1997
"32","James Cotton","2",1997
"33","Marko Milic","2",1997
"34","Bubba Wells","1",1997
"35","Kebu Stewart","1",1997
"36","James Collins","1",1997
"37","Marc Jackson","7",1997
"38","Jerald Honeycutt","2",1997
"39","Anthony Johnson","13",1997
"40","Eddie Elisma","",1997
"41","Jason Lawson","1",1997
"42","Stephen Jackson","14",1997
"43","Gordon Malone","",1997
"44","Cedric Henderson","5",1997
"45","God Shammgod","1",1997
"46","Eric Washington","2",1997
"47","Alvin Williams","9",1997
"48","Predrag Drobnjak","4",1997
"49","Alain Digbeu","",1997
"50","Chris Crawford","7",1997
"51","DeJuan Wheat","2",1997
"52","C.J. Bruton","",1997
"53","Paul Rogers","",1997
"54","Mark Blount","9",1997
"55","Ben Pepper","",1997
"56","Nate Erdmann","",1997
"57","Roberto Duenas","",1997
"1","Michael Olowokandi","9",1998
"2","Mike Bibby","14",1998
"3","Raef LaFrentz","10",1998
"4","Antawn Jamison","16",1998
"5","Vince Carter","18",1998
"6","Robert Traylor","7",1998
"7","Jason Williams","12",1998
"8","Larry Hughes","13",1998
"9","Dirk Nowitzki","18",1998
"10","Paul Pierce","18",1998
"11","Bonzi Wells","10",1998
"12","Michael Doleac","10",1998
"13","Keon Clark","6",1998
"14","Michael Dickerson","5",1998
"15","Matt Harpring","11",1998
"16","Bryce Drew","6",1998
"17","Rasho Nesterovic","12",1998
"18","Mirsad Turkcan","1",1998
"19","Pat Garrity","10",1998
"20","Roshown McLeod","3",1998
"21","Ricky Davis","12",1998
"22","Brian Skinner","14",1998
"23","Tyronn Lue","11",1998
"24","Felipe Lopez","4",1998
"25","Al Harrington","16",1998
"26","Sam Jacobson","3",1998
"27","Vladimir Stepania","6",1998
"28","Corey Benjamin","4",1998
"29","Nazr Mohammed","18",1998
"30","Ansu Sesay","4",1998
"31","Ruben Patterson","10",1998
"32","Rashard Lewis","16",1998
"33","Jelani McCoy","8",1998
"34","Shammond Williams","7",1998
"35","Bruno Sundov","7",1998
"36","Jerome James","9",1998
"37","Casey Shaw","1",1998
"38","DeMarco Johnson","1",1998
"39","Rafer Alston","11",1998
"40","Korleone Young","1",1998
"41","Cuttino Mobley","11",1998
"42","Miles Simon","1",1998
"43","Jahidi White","7",1998
"44","Sean Marks","11",1998
"45","Toby Bailey","2",1998
"46","Andrae Patterson","2",1998
"47","Tyson Wheeler","1",1998
"48","Ryan Stack","2",1998
"49","Cory Carr","1",1998
"50","Andrew Betts","",1998
"51","Corey Brewer","",1998
"52","Derrick Dial","4",1998
"53","Greg Buckner","10",1998
"54","Tremaine Fowlkes","4",1998
"55","Ryan Bowen","10",1998
"56","J.R. Henderson","1",1998
"57","Torraye Braggs","2",1998
"58","Maceo Baston","4",1998
"1","Elton Brand","17",1999
"2","Steve Francis","9",1999
"3","Baron Davis","13",1999
"4","Lamar Odom","14",1999
"5","Jonathan Bender","8",1999
"6","Wally Szczerbiak","10",1999
"7","Richard Hamilton","14",1999
"8","Andre Miller","17",1999
"9","Shawn Marion","16",1999
"10","Jason Terry","17",1999
"11","Trajan Langdon","3",1999
"12","Aleksandar Radojevic","2",1999
"13","Corey Maggette","14",1999
"14","William Avery","3",1999
"15","Frederic Weis","",1999
"16","Metta World Peace","16",1999
"17","Cal Bowdler","3",1999
"18","James Posey","12",1999
"19","Quincy Lewis","4",1999
"20","Dion Glover","6",1999
"21","Jeff Foster","13",1999
"22","Kenny Thomas","11",1999
"23","Devean George","11",1999
"24","Andrei Kirilenko","13",1999
"25","Tim James","3",1999
"26","Vonteego Cummings","3",1999
"27","Jumaine Jones","8",1999
"28","Scott Padgett","8",1999
"29","Leon Smith","2",1999
"30","John Celestand","1",1999
"31","Rico Hill","",1999
"32","Michael Ruffin","9",1999
"33","Chris Herren","2",1999
"34","Evan Eschmeyer","4",1999
"35","Calvin Booth","10",1999
"36","Wang Zhizhi","5",1999
"37","Obinna Ekezie","4",1999
"38","Laron Profit","4",1999
"39","A.J. Bramlett","1",1999
"40","Gordan Giricek","6",1999
"41","Francisco Elson","9",1999
"42","Louis Bullock","",1999
"43","Lee Nailon","6",1999
"44","Tyrone Washington","",1999
"45","Ryan Robertson","1",1999
"46","J.R. Koch","",1999
"47","Todd MacCulloch","4",1999
"48","Galen Young","",1999
"49","Lari Ketner","2",1999
"50","Venson Hamilton","",1999
"51","Antwain Smith","",1999
"52","Roberto Bergersen","",1999
"53","Rodney Buford","5",1999
"54","Melvin Levett","",1999
"55","Kris Clack","",1999
"56","Tim Young","1",1999
"57","Manu Ginobili","14",1999
"58","Eddie Lucas","",1999
"1","Kenyon Martin","15",2000
"2","Stromile Swift","9",2000
